Instance type,Instance family,Instance size,Availability zones,Free-Tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,ENA Express support,On-Demand Windows pricing,On-Demand Linux pricing,On-Demand SUSE pricing,On-Demand RHEL pricing,On-Demand ap-northeast-1-tpe-1 Windows pricing,On-Demand ap-northeast-1-tpe-1 SUSE pricing,On-Demand ap-northeast-1-tpe-1 RHEL pricing,On-Demand ap-northeast-1-tpe-1 Linux pricing
i3en.3xlarge,i3en,3xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,12,x86_64,6,"2,4,6",2,"1,2",3.1,96,7500,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,true,-,true,false,2.148 USD per Hour,1.596 USD per Hour,1.721 USD per Hour,1.726 USD per Hour,,,,
i3en.6xlarge,i3en,6xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,24,x86_64,12,"2,4,6,8,10,12",2,"1,2",3.1,192,15000,true,ssd,2,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,4.296 USD per Hour,3.192 USD per Hour,3.317 USD per Hour,3.322 USD per Hour,,,,
i3en.12xlarge,i3en,12xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,384,30000,true,ssd,4,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,8.592 USD per Hour,6.384 USD per Hour,6.509 USD per Hour,6.514 USD per Hour,,,,
i3en.24xlarge,i3en,24xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,768,60000,true,ssd,8,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,17.184 USD per Hour,12.768 USD per Hour,12.893 USD per Hour,12.898 USD per Hour,,,,
i3en.metal,i3en,metal,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,true,,96,x86_64,48,-,2,-,3.1,768,60000,true,ssd,8,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,17.184 USD per Hour,12.768 USD per Hour,12.893 USD per Hour,12.898 USD per Hour,,,,
i4i.large,i4i,large,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,16,468,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,0.293 USD per Hour,0.201 USD per Hour,0.258 USD per Hour,0.261 USD per Hour,,,,
i4i.xlarge,i4i,xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,4,x86_64,2,"1,2",2,"1,2",3.5,32,937,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,0.587 USD per Hour,0.403 USD per Hour,0.459 USD per Hour,0.463 USD per Hour,,,,
i4i.2xlarge,i4i,2xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.5,64,1875,true,ssd,1,supported,default,Up to 12 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,1.173 USD per Hour,0.805 USD per Hour,0.93 USD per Hour,0.935 USD per Hour,,,,
i4i.4xlarge,i4i,4xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",3.5,128,3750,true,ssd,1,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,2.346 USD per Hour,1.61 USD per Hour,1.735 USD per Hour,1.74 USD per Hour,,,,
i4i.8xlarge,i4i,8xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",3.5,256,7500,true,ssd,2,supported,default,18.75 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,4.693 USD per Hour,3.221 USD per Hour,3.346 USD per Hour,3.351 USD per Hour,,,,
i4i.16xlarge,i4i,16xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.5,512,15000,true,ssd,4,supported,default,37.5 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,9.386 USD per Hour,6.442 USD per Hour,6.567 USD per Hour,6.572 USD per Hour,,,,
i4i.32xlarge,i4i,32xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,128,x86_64,64,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64",2,"1,2",3.5,1024,30000,true,ssd,8,supported,default,75 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,true,18.7712 USD per Hour,12.8832 USD per Hour,13.0082 USD per Hour,13.0132 USD per Hour,,,,
i4i.metal,i4i,metal,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,true,,128,x86_64,64,-,2,-,3.5,1024,30000,true,ssd,8,supported,default,75 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,true,18.771 USD per Hour,12.883 USD per Hour,13.008 USD per Hour,13.013 USD per Hour,,,,
im4gn.large,im4gn,large,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,8,937,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,0.21338 USD per Hour,0.26968 USD per Hour,0.27338 USD per Hour,,,,
im4gn.xlarge,im4gn,xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,16,1875,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,0.42676 USD per Hour,0.48306 USD per Hour,0.48676 USD per Hour,,,,
im4gn.2xlarge,im4gn,2xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,32,3750,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,0.85351 USD per Hour,0.97851 USD per Hour,0.98351 USD per Hour,,,,
im4gn.4xlarge,im4gn,4xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,64,7500,true,ssd,1,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,1.70702 USD per Hour,1.83202 USD per Hour,1.83702 USD per Hour,,,,
im4gn.8xlarge,im4gn,8xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,128,15000,true,ssd,2,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,false,,3.41405 USD per Hour,3.53905 USD per Hour,3.54405 USD per Hour,,,,
im4gn.16xlarge,im4gn,16xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,256,30000,true,ssd,4,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,-,ebs,true,-,-,true,true,,6.8281 USD per Hour,6.9531 USD per Hour,6.9581 USD per Hour,,,,
inf1.xlarge,inf1,xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,4,x86_64,2,2,2,"1,2",2.5,8,-,-,-,-,supported,default,Up to 25 Gigabit,required,4,10,10,true,"cluster, partition, spread",-,-,true,ebs,-,-,-,true,false,,0.308 USD per Hour,0.364 USD per Hour,0.368 USD per Hour,,,,
inf1.2xlarge,inf1,2xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,16,-,-,-,-,supported,default,Up to 25 Gigabit,required,4,10,10,true,"cluster, partition, spread",-,-,true,ebs,-,-,-,true,false,,0.489 USD per Hour,0.614 USD per Hour,0.619 USD per Hour,,,,
inf1.6xlarge,inf1,6xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,24,x86_64,12,"2,4,6,8,10,12",2,"1,2",2.5,48,-,-,-,-,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,-,-,-,true,false,,1.594 USD per Hour,1.719 USD per Hour,1.724 USD per Hour,,,,
inf1.24xlarge,inf1,24xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",2.5,192,-,-,-,-,supported,default,100 Gigabit,required,11,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,,6.376 USD per Hour,6.501 USD per Hour,6.506 USD per Hour,,,,
is4gen.medium,is4gen,medium,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,1,arm64,1,1,1,1,2.5,6,937,true,ssd,1,supported,default,Up to 25 Gigabit,required,2,4,4,true,"cluster, partition, spread",-,-,-,ebs,-,-,-,true,false,,0.16958 USD per Hour,0.22588 USD per Hour,0.22958 USD per Hour,,,,
is4gen.large,is4gen,large,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,12,1875,true,ssd,1,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,-,ebs,-,-,-,true,false,,0.33915 USD per Hour,0.39545 USD per Hour,0.39915 USD per Hour,,,,
is4gen.xlarge,is4gen,xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,24,3750,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,-,-,-,true,false,,0.6783 USD per Hour,0.7346 USD per Hour,0.7383 USD per Hour,,,,
is4gen.2xlarge,is4gen,2xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,8,arm64,8,"1,2,3,4,5,6,7,8",1,1,2.5,48,7500,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,-,ebs,-,-,-,true,false,,1.3566 USD per Hour,1.4816 USD per Hour,1.4866 USD per Hour,,,,
is4gen.4xlarge,is4gen,4xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,16,arm64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",1,1,2.5,96,15000,true,ssd,2,supported,default,25 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,-,-,-,true,false,,2.7132 USD per Hour,2.8382 USD per Hour,2.8432 USD per Hour,,,,
is4gen.8xlarge,is4gen,8xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,192,30000,true,ssd,4,supported,default,50 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,-,ebs,-,-,-,true,false,,5.4264 USD per Hour,5.5514 USD per Hour,5.5564 USD per Hour,,,,
m1.small,m1,small,"ap-northeast-1a, ap-northeast-1c",false,false,false,xen,1,"i386, x86_64",1,-,1,-,,1.7,160,true,hdd,1,supported,unsupported,Low,unsupported,2,4,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,false,false,0.088 USD per Hour,0.061 USD per Hour,0.091 USD per Hour,0.121 USD per Hour,,,,
m1.medium,m1,medium,"ap-northeast-1a, ap-northeast-1c",false,false,false,xen,1,"i386, x86_64",1,-,1,-,,3.7,410,true,hdd,1,supported,unsupported,Moderate,unsupported,2,6,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,false,false,0.177 USD per Hour,0.122 USD per Hour,0.222 USD per Hour,0.182 USD per Hour,,,,
m1.large,m1,large,"ap-northeast-1c, ap-northeast-1a",false,false,false,xen,2,x86_64,2,-,1,-,,7.5,840,true,hdd,2,supported,supported,Moderate,unsupported,3,10,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,false,false,0.353 USD per Hour,0.243 USD per Hour,0.343 USD per Hour,0.303 USD per Hour,,,,
m1.xlarge,m1,xlarge,"ap-northeast-1a, ap-northeast-1c",false,false,false,xen,4,x86_64,4,-,1,-,,15,1680,true,hdd,4,supported,supported,High,unsupported,4,15,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,false,false,0.706 USD per Hour,0.486 USD per Hour,0.586 USD per Hour,0.546 USD per Hour,,,,
m2.xlarge,m2,xlarge,"ap-northeast-1c, ap-northeast-1a",false,false,false,xen,2,x86_64,2,"1,2",1,1,,17.1,420,true,hdd,1,supported,unsupported,Moderate,unsupported,4,15,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,false,false,0.352 USD per Hour,0.287 USD per Hour,0.387 USD per Hour,0.347 USD per Hour,,,,
m2.2xlarge,m2,2xlarge,"ap-northeast-1a, ap-northeast-1c",false,false,false,xen,4,x86_64,4,"1,2,3,4",1,1,,34.2,850,true,hdd,1,supported,supported,Moderate,unsupported,4,30,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,false,false,0.705 USD per Hour,0.575 USD per Hour,0.675 USD per Hour,0.635 USD per Hour,,,,
m2.4xlarge,m2,4xlarge,"ap-northeast-1a, ap-northeast-1c",false,false,false,xen,8,x86_64,8,"1,2,3,4,5,6,7,8",1,1,,68.4,1680,true,hdd,2,supported,supported,High,unsupported,8,30,-,-,"partition, spread",-,-,-,"ebs, instance-store",-,-,-,false,false,1.41 USD per Hour,1.15 USD per Hour,1.25 USD per Hour,1.28 USD per Hour,,,,
m3.medium,m3,medium,"ap-northeast-1a, ap-northeast-1c",false,false,false,xen,1,x86_64,1,-,1,-,2.5,3.75,4,true,ssd,1,supported,unsupported,Moderate,unsupported,2,6,-,-,"partition, spread",-,-,true,"ebs, instance-store",true,true,-,false,false,0.146 USD per Hour,0.096 USD per Hour,0.196 USD per Hour,0.156 USD per Hour,,,,
m3.large,m3,large,"ap-northeast-1a, ap-northeast-1c",false,false,false,xen,2,x86_64,1,1,2,"1,2",2.5,7.5,32,true,ssd,1,supported,unsupported,Moderate,unsupported,3,10,-,-,"partition, spread",-,-,true,"ebs, instance-store",true,true,-,false,false,0.292 USD per Hour,0.193 USD per Hour,0.293 USD per Hour,0.253 USD per Hour,,,,
m3.xlarge,m3,xlarge,"ap-northeast-1c, ap-northeast-1a",false,false,false,xen,4,x86_64,2,"1,2",2,"1,2",2.5,15,80,true,ssd,2,supported,supported,High,unsupported,4,15,-,-,"partition, spread",-,-,true,"ebs, instance-store",true,true,-,false,false,0.583 USD per Hour,0.385 USD per Hour,0.485 USD per Hour,0.445 USD per Hour,,,,
m3.2xlarge,m3,2xlarge,"ap-northeast-1c, ap-northeast-1a",false,false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.5,30,160,true,ssd,2,supported,supported,High,unsupported,4,30,-,-,"partition, spread",-,-,true,"ebs, instance-store",true,true,-,false,false,1.166 USD per Hour,0.77 USD per Hour,0.87 USD per Hour,0.9 USD per Hour,,,,
m4.large,m4,large,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,xen,2,x86_64,1,1,2,"1,2",2.4,8,-,-,-,-,supported,default,Moderate,unsupported,2,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,0.221 USD per Hour,0.129 USD per Hour,0.229 USD per Hour,0.189 USD per Hour,,,,
m4.xlarge,m4,xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,xen,4,x86_64,2,"1,2",2,"1,2",2.4,16,-,-,-,-,supported,default,High,unsupported,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,0.442 USD per Hour,0.258 USD per Hour,0.358 USD per Hour,0.318 USD per Hour,,,,
m4.2xlarge,m4,2xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,xen,8,x86_64,4,"1,2,3,4",2,"1,2",2.4,32,-,-,-,-,supported,default,High,unsupported,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,0.884 USD per Hour,0.516 USD per Hour,0.616 USD per Hour,0.646 USD per Hour,,,,
m4.4xlarge,m4,4xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,xen,16,x86_64,8,"1,2,3,4,5,6,7,8",2,"1,2",2.4,64,-,-,-,-,supported,default,High,unsupported,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,1.768 USD per Hour,1.032 USD per Hour,1.132 USD per Hour,1.162 USD per Hour,,,,
m4.10xlarge,m4,10xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,xen,40,x86_64,20,"2,4,6,8,10,12,14,16,18,20",2,"1,2",2.4,160,-,-,-,-,supported,default,10 Gigabit,unsupported,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,4.42 USD per Hour,2.58 USD per Hour,2.68 USD per Hour,2.71 USD per Hour,,,,
m4.16xlarge,m4,16xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,256,-,-,-,-,supported,default,25 Gigabit,supported,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,-,-,-,true,false,7.072 USD per Hour,4.128 USD per Hour,4.228 USD per Hour,4.258 USD per Hour,,,,
m5.large,m5,large,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.1,8,-,-,-,-,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,0.216 USD per Hour,0.124 USD per Hour,0.18 USD per Hour,0.184 USD per Hour,,,,
m5.xlarge,m5,xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,4,x86_64,2,2,2,"1,2",3.1,16,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,0.432 USD per Hour,0.248 USD per Hour,0.304 USD per Hour,0.308 USD per Hour,,,,
m5.2xlarge,m5,2xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.1,32,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,0.864 USD per Hour,0.496 USD per Hour,0.596 USD per Hour,0.626 USD per Hour,0.988 USD per Hour,0.745 USD per Hour,0.75 USD per Hour,0.62 USD per Hour
m5.4xlarge,m5,4xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,64,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,1.728 USD per Hour,0.992 USD per Hour,1.092 USD per Hour,1.122 USD per Hour,,,,
m5.8xlarge,m5,8xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,128,-,-,-,-,supported,default,10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,true,-,true,false,3.456 USD per Hour,1.984 USD per Hour,2.084 USD per Hour,2.114 USD per Hour,,,,
m5.12xlarge,m5,12xlarge,"ap-northeast-1c, ap-northeast-1a, ap-northeast-1d",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.1,192,-,-,-,-,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,5.184 USD per Hour,2.976 USD per Hour,3.076 USD per Hour,3.106 USD per Hour,,,,
m5.16xlarge,m5,16xlarge,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",3.1,256,-,-,-,-,supported,default,20 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,6.912 USD per Hour,3.968 USD per Hour,4.068 USD per Hour,4.098 USD per Hour,,,,
m5.24xlarge,m5,24xlarge,"ap-northeast-1a, ap-northeast-1c, ap-northeast-1d",false,false,false,nitro,96,x86_64,48,"4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.1,384,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,10.368 USD per Hour,5.952 USD per Hour,6.052 USD per Hour,6.082 USD per Hour,,,,
m5.metal,m5,metal,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,true,,96,x86_64,48,-,2,-,3.1,384,-,-,-,-,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,true,-,-,true,false,10.368 USD per Hour,5.952 USD per Hour,6.052 USD per Hour,6.082 USD per Hour,,,,
m5a.large,m5a,large,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.5,8,-,-,-,-,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,true,ebs,-,true,-,true,false,0.204 USD per Hour,0.112 USD per Hour,0.168 USD per Hour,0.172 USD per Hour,,,,
m5a.xlarge,m5a,xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,4,x86_64,2,2,2,"1,2",2.5,16,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,-,true,-,true,false,0.408 USD per Hour,0.224 USD per Hour,0.28 USD per Hour,0.284 USD per Hour,,,,
m5a.2xlarge,m5a,2xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.5,32,-,-,-,-,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",-,-,true,ebs,-,true,-,true,false,0.816 USD per Hour,0.448 USD per Hour,0.573 USD per Hour,0.578 USD per Hour,,,,
m5a.4xlarge,m5a,4xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",2.5,64,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,-,true,-,true,false,1.632 USD per Hour,0.896 USD per Hour,1.021 USD per Hour,1.026 USD per Hour,,,,
m5a.8xlarge,m5a,8xlarge,"ap-northeast-1a, ap-northeast-1d, ap-northeast-1c",false,false,false,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",2.5,128,-,-,-,-,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,-,true,-,true,false,3.264 USD per Hour,1.792 USD per Hour,1.917 USD per Hour,1.922 USD per Hour,,,,
m5a.12xlarge,m5a,12xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,48,x86_64,24,"6,12,18,24",2,"1,2",2.5,192,-,-,-,-,supported,default,10 Gigabit,required,8,30,30,true,"cluster, partition, spread",-,-,true,ebs,-,-,-,true,false,4.896 USD per Hour,2.688 USD per Hour,2.813 USD per Hour,2.818 USD per Hour,,,,
m5a.16xlarge,m5a,16xlarge,"ap-northeast-1d, ap-northeast-1c, ap-northeast-1a",false,false,false,nitro,64,x86_64,32,"8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.5,256,-,-,-,-,supported,default,12 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,-,-,-,true,false,6.528 USD per Hour,3.584 USD per Hour,3.709 USD per Hour,3.714 USD per Hour,,,,
m5a.24xlarge,m5a,24xlarge,"ap-northeast-1c, ap-northeast-1d, ap-northeast-1a",false,false,false,nitro,96,x86_64,48,"12,18,24,36,48",2,"1,2",2.5,384,-,-,-,-,supported,default,20 Gigabit,required,15,50,50,true,"cluster, partition, spread",-,-,true,ebs,-,-,-,true,false,9.792 USD per Hour,5.376 USD per Hour,5.501 USD per Hour,5.506 USD per Hour,,,,
m5ad.large,m5ad,large,"ap-northeast-1d, ap-northeast-1a, ap-northeast-1c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",2.2,8,75,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",-,-,-,ebs,-,true,-,true,false,0.226 USD per Hour,0.134 USD per Hour,0.19 USD per Hour,0.194 USD per Hour,,,,
